,index,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,total_sales
27342,27423,245312,USB-C Charging Cable,1,11.95,08/21/19 16:51,"899 Elm St, Dallas, TX 75001",11.95
27343,27424,245313,AA Batteries (4-pack),2,3.84,08/14/19 11:02,"53 Spruce St, Portland, OR 97035",7.68
27344,27425,245314,Bose SoundSport Headphones,1,99.99,08/03/19 15:52,"708 Church St, San Francisco, CA 94016",99.99
27345,27426,245315,Apple Airpods Headphones,1,150,08/23/19 17:24,"929 Spruce St, New York City, NY 10001",150.0
27346,27427,245316,Bose SoundSport Headphones,1,99.99,08/16/19 09:58,"589 Willow St, San Francisco, CA 94016",99.99
27347,27428,245317,iPhone,1,700,08/29/19 13:54,"947 Wilson St, San Francisco, CA 94016",700.0
27348,27429,245317,Lightning Charging Cable,1,14.95,08/29/19 13:54,"947 Wilson St, San Francisco, CA 94016",14.95
27349,27430,245318,AAA Batteries (4-pack),3,2.99,08/28/19 21:57,"412 2nd St, New York City, NY 10001",8.97
27350,27431,245319,Macbook Pro Laptop,1,1700,08/11/19 21:01,"843 Park St, San Francisco, CA 94016",1700.0
27351,27432,245320,Wired Headphones,1,11.99,08/14/19 00:08,"694 Pine St, Portland, OR 97035",11.99
27352,27433,245321,USB-C Charging Cable,1,11.95,08/08/19 20:16,"450 Maple St, Dallas, TX 75001",11.95
27353,27434,245322,AAA Batteries (4-pack),1,2.99,08/28/19 16:07,"366 Center St, Dallas, TX 75001",2.99
27354,27435,245323,USB-C Charging Cable,1,11.95,08/01/19 17:33,"763 11th St, New York City, NY 10001",11.95
27355,27436,245324,USB-C Charging Cable,1,11.95,08/26/19 22:22,"993 Maple St, Boston, MA 02215",11.95
27356,27437,245325,AA Batteries (4-pack),1,3.84,08/24/19 12:28,"295 Cherry St, Los Angeles, CA 90001",3.84
27357,27438,245326,27in 4K Gaming Monitor,1,389.99,08/29/19 12:57,"51 Walnut St, Los Angeles, CA 90001",389.99
27358,27439,245327,27in FHD Monitor,1,149.99,08/25/19 08:32,"688 North St, Seattle, WA 98101",149.99
27359,27440,245328,Wired Headphones,1,11.99,08/04/19 18:27,"989 River St, New York City, NY 10001",11.99
27360,27441,245329,Lightning Charging Cable,1,14.95,08/10/19 09:32,"177 Jefferson St, Seattle, WA 98101",14.95
27361,27442,245330,AAA Batteries (4-pack),4,2.99,08/13/19 00:05,"687 Madison St, Boston, MA 02215",11.96
27362,27443,245331,Lightning Charging Cable,2,14.95,08/26/19 17:17,"4 Jackson St, Portland, OR 97035",29.9
27363,27444,245332,Wired Headphones,1,11.99,08/31/19 18:33,"498 1st St, Boston, MA 02215",11.99
27364,27445,245333,AAA Batteries (4-pack),2,2.99,08/09/19 12:32,"7 North St, Dallas, TX 75001",5.98
27365,27446,245334,USB-C Charging Cable,2,11.95,08/03/19 20:50,"316 Church St, Dallas, TX 75001",23.9
27366,27447,245335,AA Batteries (4-pack),1,3.84,08/24/19 12:18,"700 Lincoln St, San Francisco, CA 94016",3.84
27367,27448,245336,AAA Batteries (4-pack),1,2.99,08/29/19 09:50,"100 13th St, San Francisco, CA 94016",2.99
27368,27449,245337,Apple Airpods Headphones,1,150,08/25/19 07:35,"772 4th St, Seattle, WA 98101",150.0
27369,27450,245338,27in 4K Gaming Monitor,1,389.99,08/01/19 16:04,"978 Dogwood St, San Francisco, CA 94016",389.99
27370,27451,245339,Macbook Pro Laptop,1,1700,08/26/19 10:55,"641 Church St, Portland, OR 97035",1700.0
27371,27452,245340,Macbook Pro Laptop,1,1700,08/01/19 14:17,"50 Wilson St, Dallas, TX 75001",1700.0
27372,27453,245341,Wired Headphones,1,11.99,08/08/19 14:27,"504 1st St, New York City, NY 10001",11.99
27373,27454,245342,USB-C Charging Cable,1,11.95,08/03/19 17:51,"532 Elm St, Seattle, WA 98101",11.95
27374,27455,245343,34in Ultrawide Monitor,1,379.99,08/11/19 13:13,"733 Willow St, Portland, ME 04101",379.99
27375,27456,245344,AAA Batteries (4-pack),2,2.99,08/20/19 13:08,"152 South St, Seattle, WA 98101",5.98
27376,27457,245345,AA Batteries (4-pack),1,3.84,08/08/19 09:36,"90 Meadow St, Los Angeles, CA 90001",3.84
27377,27458,245346,Lightning Charging Cable,1,14.95,08/01/19 07:16,"627 Main St, Dallas, TX 75001",14.95
27378,27459,245347,20in Monitor,1,109.99,08/14/19 11:26,"659 Maple St, Dallas, TX 75001",109.99
27379,27460,245348,Wired Headphones,1,11.99,08/06/19 15:33,"671 Willow St, New York City, NY 10001",11.99
27380,27461,245349,USB-C Charging Cable,1,11.95,08/21/19 10:46,"815 Elm St, Los Angeles, CA 90001",11.95
27381,27462,245350,USB-C Charging Cable,1,11.95,08/06/19 18:24,"343 Dogwood St, New York City, NY 10001",11.95
27382,27463,245351,iPhone,1,700,08/06/19 15:05,"392 Jefferson St, Los Angeles, CA 90001",700.0
27383,27464,245352,ThinkPad Laptop,1,999.99,08/19/19 15:22,"58 West St, San Francisco, CA 94016",999.99
27384,27465,245353,Google Phone,1,600,08/01/19 13:15,"691 7th St, San Francisco, CA 94016",600.0
27385,27466,245353,USB-C Charging Cable,1,11.95,08/01/19 13:15,"691 7th St, San Francisco, CA 94016",11.95
27386,27467,245354,AAA Batteries (4-pack),1,2.99,08/17/19 13:01,"472 2nd St, San Francisco, CA 94016",2.99
27387,27468,245355,Wired Headphones,1,11.99,08/28/19 07:09,"579 Park St, Atlanta, GA 30301",11.99
27388,27469,245356,Macbook Pro Laptop,1,1700,08/31/19 13:07,"23 North St, Los Angeles, CA 90001",1700.0
27389,27470,245357,Wired Headphones,2,11.99,08/01/19 20:15,"744 Meadow St, Dallas, TX 75001",23.98
27390,27471,245358,Google Phone,1,600,08/10/19 20:14,"110 5th St, New York City, NY 10001",600.0
27391,27472,245359,27in FHD Monitor,1,149.99,08/26/19 20:48,"859 Hill St, Boston, MA 02215",149.99
27392,27473,245360,USB-C Charging Cable,1,11.95,08/22/19 02:20,"762 Lakeview St, Dallas, TX 75001",11.95
27393,27474,245361,Macbook Pro Laptop,1,1700,08/16/19 19:38,"817 Jackson St, San Francisco, CA 94016",1700.0
27394,27475,245362,AAA Batteries (4-pack),1,2.99,08/24/19 21:03,"838 Elm St, Los Angeles, CA 90001",2.99
27395,27476,245363,Lightning Charging Cable,1,14.95,08/25/19 12:23,"346 Lake St, Atlanta, GA 30301",14.95
27396,27477,245364,AAA Batteries (4-pack),1,2.99,08/08/19 20:20,"891 Chestnut St, New York City, NY 10001",2.99
27397,27478,245365,USB-C Charging Cable,1,11.95,08/12/19 21:28,"753 Maple St, Los Angeles, CA 90001",11.95
27398,27479,245366,AA Batteries (4-pack),1,3.84,08/04/19 23:11,"977 Chestnut St, Los Angeles, CA 90001",3.84
27399,27480,245367,AAA Batteries (4-pack),1,2.99,08/25/19 10:01,"633 Meadow St, Boston, MA 02215",2.99
27400,27481,245368,Bose SoundSport Headphones,1,99.99,08/08/19 21:59,"45 River St, Seattle, WA 98101",99.99
27401,27482,245369,USB-C Charging Cable,1,11.95,08/13/19 23:19,"398 Elm St, Dallas, TX 75001",11.95
27402,27483,245370,27in 4K Gaming Monitor,1,389.99,08/02/19 12:57,"19 2nd St, Portland, OR 97035",389.99
27403,27484,245371,Lightning Charging Cable,1,14.95,08/13/19 13:17,"915 Dogwood St, Seattle, WA 98101",14.95
27404,27485,245371,AA Batteries (4-pack),1,3.84,08/13/19 13:17,"915 Dogwood St, Seattle, WA 98101",3.84
27405,27486,245372,Macbook Pro Laptop,1,1700,08/29/19 12:10,"237 Pine St, New York City, NY 10001",1700.0
27406,27487,245373,Lightning Charging Cable,1,14.95,08/13/19 02:28,"115 Madison St, Los Angeles, CA 90001",14.95
27407,27488,245374,27in 4K Gaming Monitor,1,389.99,08/08/19 16:48,"476 Center St, Atlanta, GA 30301",389.99
27408,27489,245375,Macbook Pro Laptop,1,1700,08/29/19 19:48,"254 5th St, Portland, OR 97035",1700.0
27409,27490,245376,Google Phone,1,600,08/01/19 21:43,"783 6th St, Boston, MA 02215",600.0
27410,27491,245377,Macbook Pro Laptop,1,1700,08/19/19 08:22,"503 Hickory St, Dallas, TX 75001",1700.0
27411,27492,245378,Vareebadd Phone,1,400,08/25/19 13:18,"195 7th St, New York City, NY 10001",400.0
27412,27493,245379,Lightning Charging Cable,1,14.95,08/04/19 23:24,"632 Spruce St, Portland, OR 97035",14.95
27413,27494,245380,Lightning Charging Cable,1,14.95,08/06/19 09:04,"152 Highland St, Los Angeles, CA 90001",14.95
27414,27495,245381,AA Batteries (4-pack),2,3.84,08/30/19 21:26,"578 Forest St, Boston, MA 02215",7.68
27415,27496,245382,USB-C Charging Cable,1,11.95,08/27/19 11:50,"228 11th St, Portland, OR 97035",11.95
27416,27497,245383,iPhone,1,700,08/09/19 12:21,"283 Church St, Boston, MA 02215",700.0
27417,27498,245384,AAA Batteries (4-pack),1,2.99,08/07/19 08:12,"98 Hickory St, Los Angeles, CA 90001",2.99
27418,27499,245385,Apple Airpods Headphones,1,150,08/02/19 18:51,"395 Sunset St, San Francisco, CA 94016",150.0
27419,27500,245386,LG Dryer,1,600.0,08/11/19 13:07,"95 7th St, Seattle, WA 98101",600.0
27420,27501,245387,Apple Airpods Headphones,1,150,08/09/19 11:15,"93 Cherry St, Seattle, WA 98101",150.0
27421,27502,245388,AA Batteries (4-pack),1,3.84,08/04/19 07:03,"292 Elm St, Los Angeles, CA 90001",3.84
27422,27503,245389,Bose SoundSport Headphones,1,99.99,08/17/19 20:28,"374 Pine St, Los Angeles, CA 90001",99.99
27423,27504,245390,USB-C Charging Cable,1,11.95,08/17/19 15:43,"295 Cherry St, San Francisco, CA 94016",11.95
27424,27505,245391,AA Batteries (4-pack),1,3.84,08/11/19 23:01,"457 1st St, Seattle, WA 98101",3.84
27425,27506,245392,Lightning Charging Cable,1,14.95,08/14/19 23:57,"315 Jefferson St, Seattle, WA 98101",14.95
27426,27507,245393,27in 4K Gaming Monitor,1,389.99,08/21/19 18:18,"871 West St, Los Angeles, CA 90001",389.99
27427,27508,245394,Bose SoundSport Headphones,1,99.99,08/24/19 12:45,"68 West St, Boston, MA 02215",99.99
27428,27509,245395,AA Batteries (4-pack),1,3.84,08/25/19 10:27,"310 Jefferson St, New York City, NY 10001",3.84
27429,27510,245396,AAA Batteries (4-pack),1,2.99,08/03/19 14:22,"829 Cherry St, Los Angeles, CA 90001",2.99
27430,27511,245397,Lightning Charging Cable,1,14.95,08/16/19 11:49,"48 River St, Boston, MA 02215",14.95
27431,27512,245398,27in FHD Monitor,1,149.99,08/29/19 16:57,"898 North St, Boston, MA 02215",149.99
27432,27513,245399,AAA Batteries (4-pack),1,2.99,08/12/19 08:48,"134 River St, San Francisco, CA 94016",2.99
27433,27514,245400,AA Batteries (4-pack),2,3.84,08/13/19 07:50,"138 Meadow St, San Francisco, CA 94016",7.68
27434,27515,245401,AAA Batteries (4-pack),1,2.99,08/12/19 11:12,"491 Dogwood St, San Francisco, CA 94016",2.99
27435,27516,245402,27in FHD Monitor,1,149.99,08/14/19 18:17,"65 Church St, Los Angeles, CA 90001",149.99
27436,27517,245403,AA Batteries (4-pack),3,3.84,08/10/19 15:24,"515 4th St, Dallas, TX 75001",11.52
27437,27518,245404,USB-C Charging Cable,1,11.95,08/11/19 19:16,"882 Washington St, Portland, OR 97035",11.95
27438,27519,245405,Macbook Pro Laptop,1,1700,08/10/19 19:34,"296 Park St, San Francisco, CA 94016",1700.0
27439,27520,245406,Bose SoundSport Headphones,1,99.99,08/05/19 09:41,"718 Jefferson St, Los Angeles, CA 90001",99.99
27440,27521,245407,Apple Airpods Headphones,1,150,08/09/19 17:22,"510 Pine St, Seattle, WA 98101",150.0
27441,27522,245408,USB-C Charging Cable,1,11.95,08/02/19 12:04,"853 Willow St, Boston, MA 02215",11.95
27442,27523,245409,Lightning Charging Cable,1,14.95,08/09/19 20:13,"466 Elm St, Austin, TX 73301",14.95
27443,27524,245410,AAA Batteries (4-pack),1,2.99,08/21/19 20:29,"178 River St, Seattle, WA 98101",2.99
27444,27525,245411,Vareebadd Phone,1,400,08/05/19 21:31,"531 13th St, San Francisco, CA 94016",400.0
27445,27526,245412,Wired Headphones,1,11.99,08/14/19 14:28,"581 Chestnut St, San Francisco, CA 94016",11.99
27446,27527,245413,USB-C Charging Cable,1,11.95,08/01/19 12:25,"864 Hill St, Austin, TX 73301",11.95
27447,27528,245414,LG Dryer,1,600.0,08/12/19 16:57,"77 8th St, Los Angeles, CA 90001",600.0
27448,27529,245415,USB-C Charging Cable,1,11.95,08/20/19 21:55,"183 Spruce St, Seattle, WA 98101",11.95
27449,27530,245415,AA Batteries (4-pack),1,3.84,08/20/19 21:55,"183 Spruce St, Seattle, WA 98101",3.84
27450,27531,245416,Apple Airpods Headphones,1,150,08/27/19 04:55,"840 Meadow St, San Francisco, CA 94016",150.0
27451,27532,245417,Wired Headphones,2,11.99,08/09/19 16:44,"46 Chestnut St, Atlanta, GA 30301",23.98
27452,27533,245418,Wired Headphones,1,11.99,08/19/19 19:37,"374 Center St, Boston, MA 02215",11.99
27453,27534,245419,USB-C Charging Cable,1,11.95,08/31/19 02:09,"751 13th St, San Francisco, CA 94016",11.95
27454,27535,245420,AA Batteries (4-pack),1,3.84,08/02/19 12:04,"178 Spruce St, San Francisco, CA 94016",3.84
27455,27536,245421,ThinkPad Laptop,1,999.99,08/06/19 11:09,"191 Walnut St, Boston, MA 02215",999.99
27456,27537,245422,27in 4K Gaming Monitor,1,389.99,08/14/19 19:18,"403 13th St, Boston, MA 02215",389.99
27457,27538,245423,ThinkPad Laptop,1,999.99,08/24/19 13:27,"82 South St, New York City, NY 10001",999.99
27458,27539,245424,Apple Airpods Headphones,1,150,08/19/19 16:26,"421 Washington St, New York City, NY 10001",150.0
27459,27540,245425,USB-C Charging Cable,1,11.95,08/06/19 12:37,"735 7th St, Los Angeles, CA 90001",11.95
27460,27541,245426,Wired Headphones,1,11.99,08/05/19 13:39,"532 Spruce St, Los Angeles, CA 90001",11.99
27461,27542,245427,AAA Batteries (4-pack),3,2.99,08/31/19 22:04,"875 North St, New York City, NY 10001",8.97
27462,27543,245428,Lightning Charging Cable,1,14.95,08/22/19 15:00,"375 Highland St, Los Angeles, CA 90001",14.95
27463,27544,245429,AAA Batteries (4-pack),1,2.99,08/05/19 19:00,"998 Spruce St, Boston, MA 02215",2.99
27464,27545,245430,AA Batteries (4-pack),1,3.84,08/05/19 17:54,"253 Meadow St, San Francisco, CA 94016",3.84
27465,27546,245431,iPhone,1,700,08/26/19 17:01,"947 Cedar St, Los Angeles, CA 90001",700.0
27466,27547,245432,Lightning Charging Cable,1,14.95,08/16/19 18:03,"290 Walnut St, Seattle, WA 98101",14.95
27467,27548,245433,Apple Airpods Headphones,1,150,08/05/19 12:31,"621 13th St, Austin, TX 73301",150.0
27468,27549,245434,Wired Headphones,1,11.99,08/27/19 22:01,"437 South St, Los Angeles, CA 90001",11.99
27469,27550,245435,AA Batteries (4-pack),1,3.84,08/02/19 14:01,"16 9th St, New York City, NY 10001",3.84
27470,27551,245436,AAA Batteries (4-pack),2,2.99,08/22/19 09:53,"147 Highland St, Seattle, WA 98101",5.98
27471,27552,245437,Macbook Pro Laptop,1,1700,08/26/19 18:01,"612 9th St, Seattle, WA 98101",1700.0
27472,27553,245438,Apple Airpods Headphones,1,150,08/26/19 14:12,"605 Highland St, Boston, MA 02215",150.0
27473,27554,245439,AA Batteries (4-pack),1,3.84,08/12/19 14:26,"287 9th St, Seattle, WA 98101",3.84
27474,27555,245440,Apple Airpods Headphones,1,150,08/31/19 14:34,"151 Meadow St, Boston, MA 02215",150.0
27475,27556,245441,USB-C Charging Cable,1,11.95,08/07/19 14:14,"350 Hickory St, Los Angeles, CA 90001",11.95
27476,27557,245442,AAA Batteries (4-pack),2,2.99,08/04/19 21:43,"685 4th St, Los Angeles, CA 90001",5.98
27477,27558,245443,Apple Airpods Headphones,1,150,08/28/19 13:17,"397 Hickory St, Seattle, WA 98101",150.0
27478,27559,245444,AA Batteries (4-pack),2,3.84,08/24/19 07:23,"642 2nd St, San Francisco, CA 94016",7.68
27479,27560,245445,Lightning Charging Cable,2,14.95,08/08/19 11:47,"671 Adams St, San Francisco, CA 94016",29.9
27480,27561,245446,27in FHD Monitor,1,149.99,08/27/19 14:48,"388 Wilson St, San Francisco, CA 94016",149.99
27481,27562,245447,Apple Airpods Headphones,1,150,08/02/19 14:35,"853 11th St, Los Angeles, CA 90001",150.0
27482,27563,245448,Wired Headphones,1,11.99,08/12/19 18:54,"555 Lincoln St, Dallas, TX 75001",11.99
27483,27564,245449,27in FHD Monitor,1,149.99,08/25/19 20:53,"577 West St, San Francisco, CA 94016",149.99
27484,27565,245450,ThinkPad Laptop,1,999.99,08/16/19 08:10,"130 Ridge St, Boston, MA 02215",999.99
27485,27566,245451,27in 4K Gaming Monitor,1,389.99,08/14/19 10:16,"384 5th St, New York City, NY 10001",389.99
27486,27567,245452,20in Monitor,1,109.99,08/04/19 12:27,"333 4th St, San Francisco, CA 94016",109.99
27487,27568,245453,Flatscreen TV,1,300,08/31/19 00:15,"427 Sunset St, New York City, NY 10001",300.0
27488,27569,245454,AA Batteries (4-pack),1,3.84,08/27/19 19:42,"536 1st St, Los Angeles, CA 90001",3.84
27489,27570,245455,Lightning Charging Cable,1,14.95,08/07/19 13:07,"61 12th St, Dallas, TX 75001",14.95
27490,27571,245456,AAA Batteries (4-pack),1,2.99,08/07/19 00:12,"353 Park St, Portland, OR 97035",2.99
27491,27572,245457,AA Batteries (4-pack),1,3.84,08/30/19 15:37,"192 5th St, San Francisco, CA 94016",3.84
27492,27573,245458,Apple Airpods Headphones,1,150,08/28/19 22:18,"127 Lake St, San Francisco, CA 94016",150.0
27493,27574,245459,AA Batteries (4-pack),2,3.84,08/05/19 13:24,"900 Lakeview St, Atlanta, GA 30301",7.68
27494,27575,245460,AA Batteries (4-pack),2,3.84,08/31/19 15:07,"987 South St, Austin, TX 73301",7.68
27495,27576,245461,27in FHD Monitor,1,149.99,08/24/19 08:39,"737 Dogwood St, Los Angeles, CA 90001",149.99
27496,27577,245462,AA Batteries (4-pack),1,3.84,08/02/19 00:24,"307 Park St, New York City, NY 10001",3.84
27497,27578,245463,34in Ultrawide Monitor,1,379.99,08/02/19 08:03,"283 14th St, Dallas, TX 75001",379.99
27498,27579,245464,Apple Airpods Headphones,1,150,08/24/19 22:19,"735 Elm St, San Francisco, CA 94016",150.0
27499,27580,245465,AAA Batteries (4-pack),1,2.99,08/23/19 15:44,"299 River St, New York City, NY 10001",2.99
27500,27581,245465,20in Monitor,1,109.99,08/23/19 15:44,"299 River St, New York City, NY 10001",109.99
27501,27582,245466,USB-C Charging Cable,1,11.95,08/26/19 15:18,"632 Wilson St, Boston, MA 02215",11.95
27502,27583,245467,Apple Airpods Headphones,1,150,08/24/19 12:15,"920 Dogwood St, Seattle, WA 98101",150.0
27503,27584,245468,iPhone,1,700,08/10/19 15:28,"733 2nd St, San Francisco, CA 94016",700.0
27504,27585,245468,Lightning Charging Cable,1,14.95,08/10/19 15:28,"733 2nd St, San Francisco, CA 94016",14.95
27505,27586,245469,USB-C Charging Cable,1,11.95,08/04/19 20:44,"746 Washington St, New York City, NY 10001",11.95
27506,27587,245470,Google Phone,1,600,08/17/19 23:49,"689 Lake St, Boston, MA 02215",600.0
27507,27588,245471,Google Phone,1,600,08/05/19 08:27,"483 Lincoln St, New York City, NY 10001",600.0
27508,27589,245472,Flatscreen TV,1,300,08/09/19 11:26,"164 13th St, Seattle, WA 98101",300.0
27509,27590,245473,USB-C Charging Cable,1,11.95,08/21/19 02:45,"608 Adams St, San Francisco, CA 94016",11.95
27510,27591,245474,20in Monitor,1,109.99,08/28/19 17:34,"119 11th St, San Francisco, CA 94016",109.99
27511,27592,245475,Wired Headphones,1,11.99,08/16/19 19:11,"913 Dogwood St, San Francisco, CA 94016",11.99
27512,27593,245476,27in FHD Monitor,1,149.99,08/27/19 09:06,"385 Lakeview St, San Francisco, CA 94016",149.99
27513,27594,245477,27in FHD Monitor,1,149.99,08/14/19 21:48,"678 14th St, New York City, NY 10001",149.99
27514,27595,245478,Google Phone,1,600,08/17/19 18:33,"119 Lincoln St, Boston, MA 02215",600.0
27516,27597,245479,Macbook Pro Laptop,1,1700,08/05/19 11:21,"766 Sunset St, New York City, NY 10001",1700.0
27517,27598,245480,Flatscreen TV,1,300,08/25/19 08:55,"189 Church St, Portland, ME 04101",300.0
27518,27599,245481,Lightning Charging Cable,1,14.95,08/31/19 04:26,"28 7th St, Seattle, WA 98101",14.95
27519,27600,245482,AA Batteries (4-pack),1,3.84,08/12/19 08:55,"756 Hickory St, New York City, NY 10001",3.84
27520,27601,245483,Wired Headphones,1,11.99,08/14/19 19:48,"401 Lincoln St, San Francisco, CA 94016",11.99
27522,27603,245484,Bose SoundSport Headphones,1,99.99,08/07/19 17:36,"160 Madison St, New York City, NY 10001",99.99
27523,27604,245485,Bose SoundSport Headphones,1,99.99,08/23/19 07:13,"198 2nd St, New York City, NY 10001",99.99
27524,27605,245486,Flatscreen TV,1,300,08/13/19 22:32,"888 Main St, Los Angeles, CA 90001",300.0
27525,27606,245487,Flatscreen TV,1,300,08/12/19 11:40,"453 Cedar St, Boston, MA 02215",300.0
27526,27607,245488,USB-C Charging Cable,1,11.95,08/16/19 13:53,"743 10th St, New York City, NY 10001",11.95
27527,27608,245489,USB-C Charging Cable,1,11.95,08/25/19 11:05,"550 Ridge St, New York City, NY 10001",11.95
27528,27609,245490,iPhone,1,700,08/23/19 10:33,"767 Cedar St, Los Angeles, CA 90001",700.0
27529,27610,245491,34in Ultrawide Monitor,1,379.99,08/14/19 19:38,"867 West St, Boston, MA 02215",379.99
27530,27611,245492,Apple Airpods Headphones,1,150,08/06/19 13:28,"664 Cherry St, Portland, ME 04101",150.0
27531,27612,245493,Lightning Charging Cable,1,14.95,08/14/19 13:59,"634 Sunset St, Austin, TX 73301",14.95
27532,27613,245494,USB-C Charging Cable,1,11.95,08/25/19 14:28,"604 Adams St, New York City, NY 10001",11.95
27533,27614,245495,Wired Headphones,1,11.99,08/17/19 07:39,"534 Pine St, Boston, MA 02215",11.99
27534,27615,245496,Bose SoundSport Headphones,1,99.99,08/12/19 14:43,"60 13th St, Austin, TX 73301",99.99
27535,27616,245497,iPhone,1,700,08/14/19 16:39,"741 North St, Seattle, WA 98101",700.0
27536,27617,245497,Lightning Charging Cable,1,14.95,08/14/19 16:39,"741 North St, Seattle, WA 98101",14.95
27537,27618,245498,27in FHD Monitor,1,149.99,08/18/19 21:12,"738 River St, New York City, NY 10001",149.99
27538,27619,245499,AA Batteries (4-pack),1,3.84,08/21/19 15:44,"230 Ridge St, San Francisco, CA 94016",3.84
27539,27620,245500,AA Batteries (4-pack),1,3.84,08/19/19 09:32,"129 14th St, San Francisco, CA 94016",3.84
27540,27621,245501,34in Ultrawide Monitor,1,379.99,08/17/19 22:04,"320 Walnut St, Austin, TX 73301",379.99
27541,27622,245502,AA Batteries (4-pack),1,3.84,08/16/19 13:12,"663 Highland St, Atlanta, GA 30301",3.84
27542,27623,245503,Lightning Charging Cable,1,14.95,08/28/19 18:01,"453 9th St, New York City, NY 10001",14.95
27543,27624,245504,Wired Headphones,1,11.99,08/25/19 10:10,"612 Spruce St, San Francisco, CA 94016",11.99
27544,27625,245505,Lightning Charging Cable,1,14.95,08/04/19 10:38,"777 Jackson St, Seattle, WA 98101",14.95
27545,27626,245506,AA Batteries (4-pack),2,3.84,08/06/19 15:43,"792 Adams St, Boston, MA 02215",7.68
27546,27627,245507,Bose SoundSport Headphones,1,99.99,08/10/19 11:30,"37 Chestnut St, New York City, NY 10001",99.99
27547,27628,245508,AA Batteries (4-pack),1,3.84,08/16/19 10:59,"875 Pine St, San Francisco, CA 94016",3.84
27548,27629,245509,Apple Airpods Headphones,1,150,08/19/19 23:19,"902 Sunset St, New York City, NY 10001",150.0
27549,27630,245510,27in FHD Monitor,1,149.99,08/14/19 16:45,"497 Highland St, Seattle, WA 98101",149.99
27550,27631,245511,Bose SoundSport Headphones,1,99.99,08/07/19 10:53,"614 Cherry St, San Francisco, CA 94016",99.99
27551,27632,245512,iPhone,1,700,08/09/19 07:53,"821 Park St, Los Angeles, CA 90001",700.0
27552,27633,245513,27in FHD Monitor,1,149.99,08/09/19 05:35,"211 Walnut St, Dallas, TX 75001",149.99
27553,27634,245514,AAA Batteries (4-pack),2,2.99,08/17/19 19:36,"703 River St, Dallas, TX 75001",5.98
27554,27635,245515,AAA Batteries (4-pack),1,2.99,08/03/19 17:55,"557 Willow St, Dallas, TX 75001",2.99
27555,27636,245516,AAA Batteries (4-pack),2,2.99,08/12/19 14:40,"982 South St, Atlanta, GA 30301",5.98
27556,27637,245517,Apple Airpods Headphones,1,150,08/17/19 12:51,"558 West St, San Francisco, CA 94016",150.0
27557,27638,245518,Bose SoundSport Headphones,1,99.99,08/27/19 18:34,"96 Dogwood St, Portland, OR 97035",99.99
27558,27639,245519,AAA Batteries (4-pack),2,2.99,08/08/19 17:40,"650 Dogwood St, Dallas, TX 75001",5.98
27559,27640,245520,USB-C Charging Cable,1,11.95,08/29/19 03:02,"748 Cedar St, San Francisco, CA 94016",11.95
27560,27641,245521,34in Ultrawide Monitor,1,379.99,08/13/19 00:59,"300 Highland St, San Francisco, CA 94016",379.99
27561,27642,245522,AA Batteries (4-pack),1,3.84,08/05/19 22:57,"522 7th St, San Francisco, CA 94016",3.84
27562,27643,245523,27in 4K Gaming Monitor,1,389.99,08/04/19 19:00,"104 6th St, Los Angeles, CA 90001",389.99
27563,27644,245524,LG Washing Machine,1,600.0,08/28/19 14:27,"214 7th St, Boston, MA 02215",600.0
27564,27645,245525,USB-C Charging Cable,1,11.95,08/16/19 13:24,"415 Madison St, San Francisco, CA 94016",11.95
27565,27646,245526,Bose SoundSport Headphones,1,99.99,08/06/19 00:26,"471 14th St, Boston, MA 02215",99.99
27566,27647,245527,AAA Batteries (4-pack),2,2.99,08/29/19 14:31,"468 4th St, Los Angeles, CA 90001",5.98
27567,27648,245528,27in 4K Gaming Monitor,1,389.99,08/07/19 11:37,"692 Main St, San Francisco, CA 94016",389.99
27568,27649,245529,Wired Headphones,1,11.99,08/19/19 22:37,"735 Lake St, Los Angeles, CA 90001",11.99
27569,27650,245530,Lightning Charging Cable,1,14.95,08/20/19 19:07,"595 Jefferson St, San Francisco, CA 94016",14.95
27570,27651,245531,iPhone,1,700,08/14/19 09:08,"770 Maple St, Dallas, TX 75001",700.0
27571,27652,245532,Apple Airpods Headphones,1,150,08/31/19 11:25,"924 Hickory St, Boston, MA 02215",150.0
27572,27653,245533,AA Batteries (4-pack),1,3.84,08/13/19 11:26,"617 South St, San Francisco, CA 94016",3.84
27573,27654,245534,Bose SoundSport Headphones,1,99.99,08/01/19 17:40,"271 Johnson St, Seattle, WA 98101",99.99
27574,27655,245535,27in 4K Gaming Monitor,1,389.99,08/18/19 19:13,"564 Main St, San Francisco, CA 94016",389.99
27575,27656,245536,Wired Headphones,1,11.99,08/10/19 19:30,"468 14th St, Atlanta, GA 30301",11.99
27576,27657,245537,ThinkPad Laptop,1,999.99,08/09/19 19:28,"567 Jackson St, Dallas, TX 75001",999.99
27577,27658,245538,Lightning Charging Cable,1,14.95,08/15/19 19:37,"976 Cedar St, San Francisco, CA 94016",14.95
27578,27659,245539,AA Batteries (4-pack),1,3.84,08/07/19 13:18,"599 4th St, Portland, ME 04101",3.84
27579,27660,245540,Bose SoundSport Headphones,1,99.99,08/25/19 22:23,"351 13th St, Boston, MA 02215",99.99
27580,27661,245541,Wired Headphones,1,11.99,08/27/19 13:37,"986 Wilson St, Boston, MA 02215",11.99
